1888150,1,0.0249873,0.651852
1923820,1,0.0249873,0.651852
1923840,1,0.0676107,0.699221
2106950,1,0.0676107,0.699221
2106970,1,0.203424,0.463691
2107070,1,0.203424,0.463691
2107090,1,0.0592504,0.652404
2111200,1,0.0592504,0.652404
2111220,1,0.280775,0.938994
2327510,1,0.280775,0.938994
2327530,1,0.121342,0.67747
2327980,1,0.121342,0.67747
2328000,1,0.0313042,0.832511
2329600,1,0.0313042,0.832511
2329620,1,0.0614784,0.683765
2329840,1,0.0614784,0.683765
2329860,1,0.583082,0.867028
2332250,1,0.583082,0.867028
2332270,1,0.343909,0.577708
2332810,1,0.343909,0.577708
2332830,1,0.0835827,0.712214
2333720,1,0.0835827,0.712214
2333740,1,0.0275256,0.53086
2337440,1,0.0275256,0.53086
2337460,1,0.701815,0.542267
2339270,1,0.701815,0.542267
2339290,1,0.0983156,0.702616
2411020,1,0.0983156,0.702616
2411040,1,0.0249933,0.642974
2411250,1,0.0249933,0.642974
2411270,1,0.554572,0.356153
2411580,1,0.554572,0.356153
2411600,1,0.116836,0.917737
2411810,1,0.116836,0.917737
2411830,1,0.0905168,0.763228
2411940,1,0.0905168,0.763228
2411960,1,0.0538955,0.682011
2412290,1,0.0538955,0.682011
2412310,1,0.238029,0.378695
2414100,1,0.238029,0.378695
2414120,1,0.0974534,0.732574
2414340,1,0.0974534,0.732574
2414360,1,0.280818,0.264191
2414690,1,0.280818,0.264191
2414710,1,0.0169444,0.630292
2439500,1,0.0169444,0.630292
2439520,1,0.40467,0.542693
2439620,1,0.40467,0.542693
2439640,1,0.405551,0.869443
2439750,1,0.405551,0.869443
2439770,1,0.0715107,0.697172
2443370,1,0.0715107,0.697172
2443390,1,0.037443,0.715698
2443630,1,0.037443,0.715698
2443650,1,0.33204,0.717544
2443980,1,0.33204,0.717544
2444000,1,0.0845674,0.758929
2484720,1,0.0845674,0.758929
2484740,1,0.123629,0.651662
2485630,1,0.123629,0.651662
2485650,1,0.103328,0.680768
2485810,1,0.103328,0.680768
2485830,1,0.0683306,0.682014
2488230,1,0.0683306,0.682014
2488250,1,0.0621768,0.778517
2488820,1,0.0621768,0.778517
2488840,1,0.128966,0.592118
2518560,1,0.128966,0.592118
2518580,1,0.0923718,0.644025
2518790,1,0.0923718,0.644025
2518810,1,0.0564255,0.704723
2534430,1,0.0564255,0.704723
2534450,1,0.0808078,0.789087
2534570,1,0.0808078,0.789087
2534590,1,0.0703504,0.691666
2536030,1,0.0703504,0.691666
2536050,1,0.0178282,0.660081
2536380,1,0.0178282,0.660081
2536400,1,0.0788832,0.708748
2536620,1,0.0788832,0.708748
2536640,1,0.0697027,0.705057
2536750,1,0.0697027,0.705057
2536770,1,0.540542,0.470326
2537190,1,0.540542,0.470326
2537210,1,0.235077,0.755826
2545680,1,0.235077,0.755826
2545700,1,0.21657,0.942672
2546230,1,0.21657,0.942672
2546250,1,0.434568,0.274255
2546530,1,0.434568,0.274255
2546550,1,0.123607,0.728613
2547130,1,0.123607,0.728613
2547150,1,0.0644553,0.70174
2548150,1,0.0644553,0.70174
1818120,2,0.123019,0.556674
1818430,2,0.123019,0.556674
1818450,2,0.0840962,0.582434
1818660,2,0.0840962,0.582434
1818680,2,0.269097,0.26012
1818810,2,0.269097,0.26012
1818830,2,0.116609,0.696918
1818950,2,0.116609,0.696918
1818970,2,0.239863,0.520381
1829060,2,0.239863,0.520381
1829080,2,0.0807857,0.577468
1879460,2,0.0807857,0.577468
1879480,2,0.0894637,0.600306
1879620,2,0.0894637,0.600306
1879640,2,0.245683,0.626502
1879880,2,0.245683,0.626502
1879900,2,0.398246,0.343223
2096290,2,0.398246,0.343223
2096310,2,0.325558,0.59863
2127600,2,0.325558,0.59863
2127620,2,0.0198132,0.683087
2128130,2,0.0198132,0.683087
2128150,2,0.122646,0.510313
2128560,2,0.122646,0.510313
2128580,2,0.682425,0.563301
2128800,2,0.682425,0.563301
2128820,2,0.112233,0.605102
2129450,2,0.112233,0.605102
2129470,2,0.111226,0.331217
2129580,2,0.111226,0.331217
2129600,2,0.167588,0.575854
2129720,2,0.167588,0.575854
2129740,2,0.0310219,0.579501
2129950,2,0.0310219,0.579501
2129970,2,0.452111,0.742658
2130180,2,0.452111,0.742658
2130200,2,0.119974,0.615828
2131780,2,0.119974,0.615828
2131800,2,0.049988,0.611554
2132680,2,0.049988,0.611554
2132700,2,0.61917,0.47888
2133090,2,0.61917,0.47888
2133110,2,0.10841,0.576872
2133530,2,0.10841,0.576872
2133550,2,0.730505,0.0707637
2133830,2,0.730505,0.0707637
2133850,2,0.436078,0.457256
2138050,2,0.436078,0.457256
2138070,2,0.0873462,0.578292
2138510,2,0.0873462,0.578292
2138530,2,0.113928,0.575758
2139840,2,0.113928,0.575758
2139860,2,0.0222576,0.847508
2140240,2,0.0222576,0.847508
2140260,2,0.0656033,0.582127
2162670,2,0.0656033,0.582127
2162690,2,0.0233074,0.540162
2166190,2,0.0233074,0.540162
2166210,2,0.107489,0.671079
2166660,2,0.107489,0.671079
2166680,2,0.0411806,0.55444
